FID,geom,addr:city,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,building,description,name,opening_hours,type,wheelchair,osm_id,osm_type,editlink,tutoriallink,check_date,diet:vegetarian,opening_hours:signed,cuisine,operator,phone,atm,contact:website,source,toilets:wheelchair,addr:country,image,website,name:de,outdoor_seating,takeaway,contact:email,contact:phone,building:levels,roof:levels,roof:shape,smoking,contact:fax,source:date,addr:housename,diet:vegan,toilets,delivery,email,fax,payment:cash,source:geometry,building:first_floor_high,contact:mobile,shop,internet_access,was:military,was:name,building:part,int_name,internet_access:fee,addr:place,source:addr,disused:phone,height,opening_hours:covid19,roof:colour,start_date:name,seasonal,air_conditioning,indoor_seating,wifi,sport,building:colour,toilets:access,building:material,old_name,source:housenumber,tourism,ele,name:en,check_date:opening_hours,bar,smoking:outside,contact:facebook,note,brand,brand:wikidata,level,alt_name,start_date,update,lastcheck,wheelchair:description:de,wheelchair:description:en,changing_table,changing_table:count,toilets:disposal,toilets:female,toilets:male,toilets:unisex,craft,capacity,designation,diet:gluten_free,owner,outdoor,source:name,menu_languages,number_of_menulanguages,contact:instagram,internet_access:ssid,last_check,brand:wikipedia,fixme,breakfast,cafe,payment:credit_cards,payment:debit_cards,rooms,seating,surveillance,payment:coins,payment:cryptocurrencies,payment:electronic_purses,payment:notes,payment:paypal,official_name,food,ref:vatin,wheelchair:description,drive_in,seating:indoor,seating:outdoor,gay,menu,drink:club-mate,music,cafe_€,cappuchino_€,opening_hours:kitchen,description:de,description:en,diet:local,dog,currency:eur,payment:account_cards,payment:apple_pay,payment:contactless,addr:floor,highchair,kids_area,drink:soy_milk,man_made,lottery,entrance,addr:unit,self_service,snack,url,old_name2,changing_table:location,access:covid19,delivery:covid19,organic,disused:amenity,description:covid19,takeaway:covid19,beer_garden,source:wheelchair,old_website,min_age,payment:girocard,alt_name_1,last_checked,status,access,survey:date,old_name1,diet:kosher,disused:name,was:shop,payment:mastercard,payment:visa,payment:avia_ringcard,payment:dkv,payment:euroshell,payment:notes:note,payment:total_card,payment:uta,payment:westfalen_card,takeaway:ice_cream,diet:halal,branch,payment:maestro,reservation,opening_hours:lastcheck,opening_hours:url,opening_date
MRN_OSM_amenity_cafe_4326_Point.208,POINT (8.478642 49.480446),,,,,,cafe,,,Kaffee Kult,Mo-Fr 07:30-23:00; Sa 09:00-20:00; Su 10:00-20:00,,no,821883308,node,https://www.openstreetmap.org/node/821883308,https://learnosm.org/de/beginner/,,,,coffee_shop,,+49 621 4406771,,,,,,,http://www.kaffee-roesterei-kult.de,,,,,,,,,,,,,,,,info@kaffee-roesterei-kult.de,+49 621 44016142,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.209,POINT (8.4848303 49.4767056),,112,68165,Seckenheimer Straße,,cafe,,,Café Bar Restaurant Lemberg,"Mo-Th 09:00-24:00,Fr-Sa 09:00-01:00,Su 10:00-24:00",,no,821883318,node,https://www.openstreetmap.org/node/821883318,https://learnosm.org/de/beginner/,,,,coffee_shop,,+49 621 4316880,,,,,,https://commons.wikimedia.org/wiki/File:Lemberg_Mannheim-Schwetzingerstadt.jpg,http://www.lemberg-mannheim.de/,,,,,,,,,separated,,,,,,,,,,,,,,wlan,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.210,POINT (8.4706495 49.4810698),Mannheim,11,68161,L15,,cafe,,,Le Voyage Coffee & Baguette,Mo-Sa 11:00-22:00,,limited,821883320,node,https://www.openstreetmap.org/node/821883320,https://learnosm.org/de/beginner/,,yes,,coffee_shop,,+49 621 1789570,,,,,,,http://www.levoyage-cafe.de/,,yes,,,,,,,,,,,no,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,Cafe Doppio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.211,POINT (8.36476128 49.64463174),Worms,30a,67547,Petrus-Dorn-Straße,,cafe,commercial,,Bäcker Görtz,,,,824756203,way,https://www.openstreetmap.org/way/824756203,https://learnosm.org/de/beginner/,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.212,POINT (9.5575539 49.4285659),Ravenstein,21,74747,Hauptmannstraße,Oberwittstadt,cafe,,,Bäckerei Volk,,,,834095358,node,https://www.openstreetmap.org/node/834095358,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.213,POINT (8.1394993 49.3531815),Neustadt an der Weinstraße,29,67433,Friedrichstraße,,cafe,,,Kaffeehaus Fridericus,,,limited,844531983,node,https://www.openstreetmap.org/node/844531983,https://learnosm.org/de/beginner/,,,,,,,,,,no,,,,,,,,+49 6321 929888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Kaffeehaus-Fridericus-158799194174345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.214,POINT (8.5643251 49.5266201),,,,,,cafe,,,Starbucks,Mo-Sa 10:30-18:00,,yes,846974057,node,https://www.openstreetmap.org/node/846974057,https://learnosm.org/de/beginner/,,,,coffee_shop,,+49 6204 7086044,,,,,,,https://www.starbucks.de/,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Starbucks,Q37158,0,,,,,,,,,,,,,,,,,,,,,,,,,en:Starbucks,,,,,,,,,,,,,,Starbucks Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.215,POINT (8.5649982 49.5257376),Viernheim,,68519,Robert-Schuman-Straße,,cafe,,,Eiscafe Latina,,,limited,846974469,node,https://www.openstreetmap.org/node/846974469,https://learnosm.org/de/beginner/,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.216,POINT (8.1916017 49.1945901),,22,,Mozartstraße,,cafe,,,Markt-Cafe,,,yes,849900410,node,https://www.openstreetmap.org/node/849900410,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.217,POINT (8.4327402 49.3176685),Speyer,13,67346,Korngasse,,cafe,,,Amalie Genusskult,Mo-Sa 09:00-19:00; Su 10:00-19:00,,no,861028113,node,https://www.openstreetmap.org/node/861028113,https://learnosm.org/de/beginner/,,,,,Ulrike Sturm,+49 (0) 6232 6021930,,,,,DE,,https://www.cafe-amalie.de/speyer,,,,,,,,,no,,,,,,,amalie@cafe-amalie.de,+49 (0) 6232 6021931,,,,,,wlan,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.218,POINT (8.1128909 49.1987537),,,,,,cafe,,,Segafredo,"Mo,Tu,Th 09:00-23:00; We, Fr 09:00-19:00; Sa 09:00-17:00",,yes,861351040,node,https://www.openstreetmap.org/node/861351040,https://learnosm.org/de/beginner/,,,,coffee_shop,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Segafredo,Q21282762,,,,,,,,,,,,,,,,,,,,,,,,,,it:Segafredo Zanetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.219,POINT (8.118903 49.1984334),,,,,,cafe,,,Billard Cafe Boulevard,,,,861351492,node,https://www.openstreetmap.org/node/861351492,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.220,POINT (8.1123771 49.1988106),Landau in der Pfalz,1,76829,Rathausplatz,,cafe,,,Mago,"Mo-Sa 10:00-01:00, PH,Su 12:00-01:00",,no,861351927,node,https://www.openstreetmap.org/node/861351927,https://learnosm.org/de/beginner/,,,,,,+49 6341 928482,,,,,,,https://www.mago-landau.de/,,,,,,,,,,,,,,,,info@mago-landau.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.221,POINT (8.1242652 49.1978934),,34,76829,Ostbahnstraße,,cafe,,,Firenze,,,,861352220,node,https://www.openstreetmap.org/node/861352220,https://learnosm.org/de/beginner/,,,,,,+49 6341 86952,,,,,,,http://www.eisdiele-landau.de/Firenze-Ostbahnstraße-Index.html,Eiscafé Firenze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.222,POINT (8.113218 49.197965),Landau in der Pfalz,13,76829,Kronstraße,,cafe,,,Bäckerei Otto Schall,"Mo-Sa 07:00-18:00; Su,PH 07:30-18:00",,yes,861352494,node,https://www.openstreetmap.org/node/861352494,https://learnosm.org/de/beginner/,,,,,,+49 6341 146872,,,,yes,,,http://www.otto-schall.de/html/filialen.html,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.223,POINT (8.1130119 49.1982898),Landau in der Pfalz,8,76829,Kronstraße,,cafe,,,Eiscafé Firenze,,,,861352590,node,https://www.openstreetmap.org/node/861352590,https://learnosm.org/de/beginner/,,,,ice_cream,,,,http://www.eisdiele-landau.de/Firenze-Index.html,,,,,,,,,firenze@tommnet.de,+49 6341 929496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://de-de.facebook.com/Eiscafe-Firenze-Landau-146244028900439/,,,,,Eiscafe Firenze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DE260842602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.224,POINT (8.1247032 49.198606),,,,,,cafe,,,Taurus,,,,861352967,node,https://www.openstreetmap.org/node/861352967,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.225,POINT (8.1243928 49.1958453),,,,,,cafe,,,KFE Die Kaffeerösterei,,,yes,861669945,node,https://www.openstreetmap.org/node/861669945,https://learnosm.org/de/beginner/,,,,,,,,,,,,,https://kfe-kaffee.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.226,POINT (8.1153594 49.1966525),Landau in der Pfalz,50,76829,Königstraße,,cafe,,,Ich bin so frey,Tu-Sa 10:00-22:00,,no,861670081,node,https://www.openstreetmap.org/node/861670081,https://learnosm.org/de/beginner/,,,,regional;cake;bowls;burger;wrap;soup;wine,Margit Frey,+49 6341 9321080,,,,,DE,,https://www.ichbinsofrey.de/,,,,,,,,,,,,,only,,,info@ichbinsofrey.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.227,POINT (8.111915 49.1962336),Landau in der Pfalz,31,76829,Westbahnstraße,,cafe,,,Liva Cafe,Mo-Sa 09:00-23:00; Su 10:00-20:00,,no,861670608,node,https://www.openstreetmap.org/node/861670608,https://learnosm.org/de/beginner/,,,,,,+49 6341 557495,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.228,POINT (8.4671455 49.4890233),Mannheim,5,68159,,,cafe,,,Coffee Fellows,Mo-Fr 07:00-21:00; Sa 08:00-21:00; Su 09:00-19:00,,limited,872544019,node,https://www.openstreetmap.org/node/872544019,https://learnosm.org/de/beginner/,,,,coffee_shop,Coffee Fellows GmbH,+49 621 1225454,,,,,DE,,http://www.coffee-fellows.de,,,yes,,,,,,isolated,,,,,,,,+49 621 1227725,,,,,,wlan,,,,,,F1,,,,,,,,,,,,,,,,,,,,,,,,,Coffee Fellows,Q23461429,,,,,,,,,,,,,,,,,,,,,,,,,,en:Coffee Fellows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.229,POINT (8.415875 49.3276568),Speyer,62,67346,Im Erlich,,cafe,,,Venecia,"Mo-Su ""keine fixen Öffnungszeiten""",,,876733172,node,https://www.openstreetmap.org/node/876733172,https://learnosm.org/de/beginner/,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.230,POINT (8.4167964 49.3276944),Speyer,27,67346,Kurt-Schumacher-Straße,,cafe,,,Valentino,"Mo-Su ""keine fixen Öffnungszeiten""",,no,877042372,node,https://www.openstreetmap.org/node/877042372,https://learnosm.org/de/beginner/,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.231,POINT (8.4497323 49.4800796),,,,,,cafe,,,Gran Caffe Vittoria,,,limited,880906271,node,https://www.openstreetmap.org/node/880906271,https://learnosm.org/de/beginner/,,,,Lebkuchen,,,,,,,,,http://www.gran-caffe-vittoria.de/unsere-eiscafes-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.232,POINT (8.4495681 49.4797293),,,,,,cafe,,,ALEX,,,yes,880906434,node,https://www.openstreetmap.org/node/880906434,https://learnosm.org/de/beginner/,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.233,POINT (8.9842115 49.4630281),Eberbach,5,69412,Friedrichstraße,,cafe,,,Cafe Viktoriahaus,Mo-Su 08:00-18:00,,,888544904,node,https://www.openstreetmap.org/node/888544904,https://learnosm.org/de/beginner/,,,,,,+49 6271 2018,,,,,,,http://www.cafe-viktoria.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.234,POINT (8.686577260000002 49.64614784),,,,,,cafe,retail,,Filiale Bäckerei Rauen,,,,888999466,way,https://www.openstreetmap.org/way/888999466,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.235,POINT (8.0096562 49.2610749),,,,,,cafe,,,Andis Wecklädl,,,,892440179,node,https://www.openstreetmap.org/node/892440179,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.236,POINT (8.1325754 49.3048322),Maikammer,4,67487,Schulstraße,,cafe,,,Café Centner,,,yes,901013232,node,https://www.openstreetmap.org/node/901013232,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.237,POINT (8.468949 49.4865447),,,,,,cafe,,,Eis Fontanella,,,yes,905189866,node,https://www.openstreetmap.org/node/905189866,https://learnosm.org/de/beginner/,,,,ice_cream,,+49 621 23443,,,,,,https://commons.wikimedia.org/wiki/File:Eis_Fontanella_Mannheim_O4.jpg,http://www.fontanella.de,,yes,,,,,,,,,,,,,,info@eisfontanella.de,+49 621-13422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.238,POINT (8.4724872 49.4854669),,,,,,cafe,,,Bäckerei Grimminger,Mo-Fr 06:00-20:00; Sa 07:00-20:00; Su 09:00-16:00,,yes,905189933,node,https://www.openstreetmap.org/node/905189933,https://learnosm.org/de/beginner/,,,,breakfast;coffee_shop;cake,,,,http://www.grimminger.de,,,,https://commons.wikimedia.org/wiki/File:B%C3%A4ckerei_Grimminger_Mannheim_%C3%96va-Passage.jpg,,,yes,,,+49 621 291532,,,,,,,,,,,,,,,,,bakery,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,2023-08-19,,,,,Bäckerei Grimminger,Q106823533,0,,,Dez.2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bäckerein und Cafe stufenlos, WC nicht überprüft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.239,POINT (8.4681886 49.4860677),,,,,,cafe,,,Bolands,"Mo-Th 07:30-24:00, Fr 07:00-01:00, Sa 08:00-01:00, Su 10:00-24:00",,limited,905189935,node,https://www.openstreetmap.org/node/905189935,https://learnosm.org/de/beginner/,,,,,Ronald Boland,,,http://www.bolands.de,,,,https://commons.wikimedia.org/wiki/File:Bolands_Mannheim_O4.jpg,,,yes,,info@bolands.de,+49 621 1200222,,,,separated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-27,,,,,,,,,,,,,,,,,,in den zweiten Stock nur über Treppe,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.240,POINT (8.4483305 49.4811622),Ludwigshafen am Rhein,52,67059,Bismarckstraße,,cafe,,,Eurofinale,,,limited,915683669,node,https://www.openstreetmap.org/node/915683669,https://learnosm.org/de/beginner/,2023-06-23,,,,,,,,,,DE,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.241,POINT (8.4158578 49.3347076),Speyer,26,67346,Iggelheimer Straße,,cafe,,,Cura Deli,Mo-Fr 09:00-13:30,,yes,917026201,node,https://www.openstreetmap.org/node/917026201,https://learnosm.org/de/beginner/,,,,,,+49 176 97517854,,,,,DE,,https://cura-deli-speyer.eatbu.com/?lang=de#map,,,yes,,,,,,outside,,,,,,,Curadeli.speyer@gmail.com,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.242,POINT (8.3387822 49.6494595),Worms,3,67550,Dr.-Carl-Sonnenschein-Straße,Herrnsheim,cafe,,,Bäckerei Görtz,Mo-Sa 7:00-22:00; Su 8:00-17:00,,yes,919107429,node,https://www.openstreetmap.org/node/919107429,https://learnosm.org/de/beginner/,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.243,POINT (8.4354726 49.3180318),Speyer,28,67346,Korngasse,,cafe,,,Springers Kaffeemanufaktur,Tu-Fr 09:00-18:00; Sa 09:00-17:00,,,925330045,node,https://www.openstreetmap.org/node/925330045,https://learnosm.org/de/beginner/,,,,coffee_shop,Familie Springer,,,https://www.springers-kaffee.de/,,,DE,,,,yes,yes,info@springers-kaffee.de,+49 6232 9655429,,,,no,,,Kornmarkt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.244,POINT (8.4374978 49.3176439),Speyer,36,67346,Korngasse,,cafe,,,De Vico Eiscafé,,,,925330085,node,https://www.openstreetmap.org/node/925330085,https://learnosm.org/de/beginner/,2023-01-12,,,,,+49 6232 629867,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
